Name,US dollar,Euro,Japanese yen,Pound sterling,Canadian dollar,Swiss franc,Indian rupee,Chinese renmimbi,US dollar,Turkish lira,Saudi riyal,Indonesian rupiah,UAE dirham,Thai baht,Vietnamese dong,Egyptian pound,Korean won,Euro,Russian ruble,US dollar,South African rand,Chinese renmimbi,Canadian dollar,Australian dollar
1/2/1979,226.8,137.3,43164.9,111.5,263.7,359.6,1792.9,0,226.8,0,735.6,138160.5,851.3,4454.6,0,0,107470,137.3,0,226.8,194.6,0,263.7,193.6
1/3/1979,218.6,134,43717.9,108,264.4,365.9,1802.2,0,218.6,0,739.4,138877,855.7,4477.7,0,0,108027.4,134,0,218.6,192.2,0,264.4,193
1/4/1979,223.2,136.8,43674.9,110.7,264.1,366.4,1811.7,0,223.2,0,743.4,139616.3,860.3,4501.5,0,0,108602.5,136.8,0,223.2,193,0,264.1,194.6
1/5/1979,225.5,138.4,44582.5,111.6,268.4,373.7,1843.6,0,225.5,0,756.4,142069.1,875.4,4580.6,0,0,110510.4,138.4,0,225.5,196.4,0,268.4,197.9
1/8/1979,223.1,136.4,44436.2,110.2,269.5,372.6,1841.3,0,223.1,0,750.9,141870.9,869.7,4574.2,0,0,110356.3,136.4,0,223.1,197.2,0,269.5,197.9
1/9/1979,224,137.3,44045.6,111,266.3,372.8,1822.5,0,224,0,743.3,140446.7,860.9,4528.3,0,0,109248.4,137.3,0,224,195,0,266.3,195.9
1/10/1979,220.7,135.5,43366.4,109.9,261.8,365.9,1803.5,0,220.7,0,735.6,138981,852,4481,0,0,108108.3,135.5,0,220.7,192,0,261.8,192.7
1/11/1979,220.7,135.9,43770.6,110.2,262.5,370.9,1814.6,0,220.7,0,740.1,139833.8,857.2,4508.5,0,0,108771.7,135.9,0,220.7,192.4,0,262.5,193.8
1/12/1979,217.6,134.1,42837.1,109,257.2,364.6,1782.6,0,217.6,0,727.1,137371.8,842.1,4429.1,0,0,106856.6,134.1,0,217.6,187.1,0,257.2,189.8
1/15/1979,216.9,133.8,42795.3,108.8,256.8,367.8,1782,0,216.9,0,718.1,135122.4,825.5,4374.7,0,0,106819.8,133.8,0,216.9,187.3,0,256.8,189.8
1/16/1979,220.7,135.6,43225.9,110.2,260.9,367.7,1796.5,0,220.7,0,724,136222.9,832.3,4410.4,0,0,107689.8,135.6,0,220.7,189.3,0,260.9,191.9
1/17/1979,227.3,139.2,44349.7,113.3,267.6,376.2,1842.1,0,227.3,0,742.3,139676.2,853.4,4522.2,0,0,110419.8,139.2,0,227.3,196,0,267.6,197.1
1/18/1979,231.8,141.7,44823.4,115.3,270.8,379.1,1861.7,0,231.8,0,750.3,141168.1,862.5,4570.5,0,0,111599.2,141.7,0,231.8,197.1,0,270.8,199
1/19/1979,230.6,141.1,46908.8,115.1,280.9,396.1,1940.8,0,230.6,0,782.1,147159.4,899.1,4764.4,0,0,116335.5,141.1,0,230.6,206.5,0,280.9,207.6
1/22/1979,235,144,46387.4,117.6,278.3,393.5,1886.9,0,235,0,781.1,146492.8,898.4,4746.6,0,0,115493.3,144,0,235,203.5,0,278.3,205.7
1/23/1979,230,141.1,45633.1,115.2,273.3,386.8,1895.4,0,230,0,768.4,144110.7,883.8,4669.5,0,0,113615.3,141.1,0,230,200.7,0,273.3,202
1/24/1979,236.1,144.7,46372.4,118.1,278.9,392.8,1926.1,0,236.1,0,780.9,146445.4,898.1,4745.1,0,0,115456,144.7,0,236.1,203.9,0,278.9,205.6
1/25/1979,233.9,144,46890.3,117.3,280.1,397.2,1937.8,0,233.9,0,785.6,147335.8,903.6,4774,0,0,116157.9,144,0,233.9,205.2,0,280.1,206.5
1/26/1979,235.5,144.6,46801.3,118,279.6,394.6,1929.3,0,235.5,0,782.2,146687.1,899.6,4752.9,0,0,115646.5,144.6,0,235.5,204.3,0,279.6,206
1/29/1979,235.2,145.3,46917.3,117.9,279.3,395.3,1887,0,235.2,0,780,146264.7,896.1,4721.9,0,0,115498.5,145.3,0,235.2,203.1,0,279.3,206
1/30/1979,233.5,144.1,46907.2,116.9,278.5,394.2,1921.6,0,233.5,0,777.9,145868.4,893.7,4709.1,0,0,115185.5,144.1,0,233.5,203.1,0,278.5,205.6
1/31/1979,233.7,144.8,45160.3,117.4,267.1,379.3,1840.8,0,233.7,0,745.2,139739.3,856.1,4511.3,0,0,108235.8,144.8,0,233.7,194.5,0,267.1,197.2
2/1/1979,229.4,142.9,47160.5,115.8,279.2,397.1,1927.1,0,229.4,0,780.1,146291.2,896.3,4722.8,0,0,113310.7,142.9,0,229.4,202.3,0,279.2,205.8
2/2/1979,230.3,143.5,46328.3,116.3,275.5,393,1907.4,0,230.3,0,772.1,144790.6,887.1,4674.3,0,0,112148.3,143.5,0,230.3,199.4,0,275.5,203.5
2/5/1979,243.1,150.3,47766,122.2,285.8,403.9,1971.9,0,243.1,0,800.5,149178.8,909.7,4797.3,0,0,115919.1,150.3,0,243.1,207,0,285.8,210.9
2/6/1979,244.5,150.8,48317.7,122.6,289.7,408.7,1996.8,0,244.5,0,810.8,151091.6,921.4,4858.8,0,0,117405.4,150.8,0,244.5,211,0,289.7,214
2/7/1979,251.6,153.7,48835.7,124.9,296.9,412.3,2031,0,251.6,0,824.6,153677.8,937.2,4942,0,0,119415.1,153.7,0,251.6,215.6,0,296.9,218.4
2/8/1979,250.5,153.5,50293.3,124.9,303.3,420.6,2081,0,250.5,0,845,157467.5,960.3,5063.9,0,0,122359.8,153.5,0,250.5,217.6,0,303.3,223.1
2/9/1979,246.8,151.3,48548.6,123.3,291.4,405.7,2000.9,0,246.8,0,812.6,151432.5,923.5,4869.8,0,0,117670.3,151.3,0,246.8,208.8,0,291.4,214.7
2/12/1979,244.3,150,49820.4,121.9,298,415.4,2046.4,0,244.3,0,840.7,156000,961.5,5036.8,0,0,120300.1,150,0,244.3,214.3,0,298,220
2/13/1979,240.6,148.1,48714.8,120.1,291,406.5,2000.6,0,240.6,0,822.1,152538.2,940.2,4925.1,0,0,117630.5,148.1,0,240.6,208.7,0,291,214.4
2/14/1979,240.7,148.3,47638.5,120,283.2,397.9,1946.7,0,240.7,0,799.9,148426.1,914.9,4792.3,0,0,114459.4,148.3,0,240.7,202.6,0,283.2,209.9
2/15/1979,247.8,152.4,49146.7,123.6,292.6,408,2008.3,0,247.8,0,825.2,153125,943.8,4944,0,0,118083,152.4,0,247.8,209.8,0,292.6,216.4
2/16/1979,247.1,152.2,49351.9,123.3,293.5,411.9,2016.7,0,247.1,0,828.7,153764.4,947.8,4964.7,0,0,118576,152.2,0,247.1,210,0,293.5,217.2
2/19/1979,248.1,152.8,50094.5,123.9,298.3,417.5,2047.4,0,248.1,0,839.9,156000.1,959.5,5087.3,0,0,120360.2,152.8,0,248.1,213.6,0,298.3,220.5
2/20/1979,247,152.2,49921.7,123.2,296.4,414.5,2032.4,0,247,0,833.9,154884.1,952.7,5050.9,0,0,119499.2,152.2,0,247,210,0,296.4,219.3
2/21/1979,250.8,154.6,50398.6,124.9,297.8,417.1,2039.2,0,250.8,0,836.7,155400.9,955.8,5067.8,0,0,119897.9,154.6,0,250.8,211,0,297.8,220.5
2/22/1979,252.4,155.4,50607.4,125.6,300.2,420.5,2052.7,0,252.4,0,842.2,156429.9,962.2,5101.4,0,0,120691.8,155.4,0,252.4,212.6,0,300.2,222.3
2/23/1979,251,154.4,50405.4,124.8,299.4,418,2042,0,251,0,837.8,155613.4,957.1,5074.7,0,0,120061.9,154.4,0,251,211.7,0,299.4,221.3
2/26/1979,248.6,152.7,50592.6,123,299.7,416.8,2034.5,0,248.6,0,837.2,156436.9,957.4,5042.2,0,0,119622.7,152.7,0,248.6,211.5,0,299.7,221.7
2/27/1979,247.9,152.5,50111.4,122.6,296.3,412.9,2012.7,0,247.9,0,828.3,154759.6,947.1,4988.2,0,0,118340.2,152.5,0,247.9,210.3,0,296.3,219.5
2/28/1979,251.3,154.6,50209.1,124.2,295.5,413.6,2011.7,0,251.3,0,827.8,154683.1,946.6,4985.7,0,0,119929.3,154.6,0,251.3,209.4,0,295.5,219.6
3/1/1979,248.8,153.3,50821,123,295.7,417.7,2023.9,0,248.8,0,832.9,155619.5,952.4,5015.9,0,0,120655.2,153.3,0,248.8,210.2,0,295.7,221.2
3/2/1979,248,152.8,50920.8,122.7,295,417.3,2020.5,0,248,0,831.5,155360.1,950.8,5007.5,0,0,120454.2,152.8,0,248,210,0,295,221.3
3/5/1979,238.2,147,49760.5,117.8,287.5,407.9,1972.1,0,238.2,0,813.9,151749.8,929.2,4898.6,0,0,117567.5,147,0,238.2,204.8,0,287.5,216
3/6/1979,239.8,147.9,48982.7,118.4,283.9,401.2,1941.2,0,239.8,0,801.2,149377.6,914.7,4822,0,0,115729.6,147.9,0,239.8,202,0,283.9,212.9
3/7/1979,242.3,149.1,49423,119.1,286.7,403.8,1954,0,242.3,0,806.5,150357.7,920.7,4853.7,0,0,116489,149.1,0,242.3,204,0,286.7,214.9
3/8/1979,239.2,147.1,48791.8,117.1,281.9,397.9,1919.8,0,239.2,0,792.4,147726.4,904.6,4768.7,0,0,114450.4,147.1,0,239.2,201,0,281.9,212.2
3/9/1979,241,148.4,49315.2,118.2,284.1,401.7,1938.1,0,241,0,799.9,149132.5,913.2,4814.1,0,0,115539.8,148.4,0,241,202.7,0,284.1,213.8
3/12/1979,240,148,49652.4,117.6,283.9,403.5,1939.7,0,240,0,806.5,150625.1,924.6,4867.2,0,0,115638.2,148,0,240,203,0,283.9,214.5
3/13/1979,239.1,147.8,50063.3,117.2,280.6,403.2,1963.4,0,239.1,0,801.7,149735.2,919.1,4838.5,0,0,114954.9,147.8,0,239.1,202.2,0,280.6,214.2
3/14/1979,239.5,147.8,49758.4,117.6,281.1,402.8,1969.9,0,239.5,0,804.4,150232,922.2,4854.5,0,0,115336.3,147.8,0,239.5,202.3,0,281.1,214.3
3/15/1979,240.1,148.2,49673.7,117.9,281.4,403.4,1970.1,0,240.1,0,804.4,150243.2,922.2,4854.9,0,0,115344.9,148.2,0,240.1,202.1,0,281.4,214.1
3/16/1979,244,150.8,49687,120.2,280.8,403.1,1972.9,0,244,0,805.6,150461.7,923.6,4862,0,0,115512.7,150.8,0,244,202.3,0,280.8,214
3/19/1979,242.3,149.7,50584.7,119.7,284.6,410.9,2016.9,0,242.3,0,821.2,152500.4,938.1,4947.8,0,0,118090.2,149.7,0,242.3,206.3,0,284.6,217.8
3/20/1979,242.1,149.4,50126.5,119.1,283,407.5,1991.6,0,242.1,0,810.8,150580.7,926.3,4885.5,0,0,116603.6,149.4,0,242.1,204.1,0,283,216
3/21/1979,239.9,148.3,49778.1,118.1,280.2,407,1977.7,0,239.9,0,805.2,149534.2,919.9,4851.6,0,0,115793.2,148.3,0,239.9,203.4,0,280.2,215
3/22/1979,242.9,149.9,49959.6,119.4,283.7,410.3,1998,0,242.9,0,813.5,151066.3,929.3,4901.3,0,0,116979.6,149.9,0,242.9,205,0,283.7,216.9
3/23/1979,242.5,149.7,49816.2,119,282.7,409.1,1987.5,0,242.5,0,809.2,150273.2,924.4,4875.6,0,0,116365.5,149.7,0,242.5,204,0,282.7,215.8
3/26/1979,245.3,151,50353.1,119.4,285.2,411,1989.9,0,245.3,0,817.3,152687.7,933.9,4937.2,0,0,116508.1,151,0,245.3,205.5,0,285.2,217.5
3/27/1979,244.4,150.7,51005.2,119,287.9,415.3,2006.2,0,244.4,0,824,153937.7,941.5,4977.6,0,0,117461.9,150.7,0,244.4,208.4,0,287.9,219.9
3/28/1979,244.4,150.7,50684.1,119.3,283.7,410.5,1988.9,0,244.4,0,816.9,152609.9,933.4,4934.6,0,0,116448.7,150.7,0,244.4,206.3,0,283.7,218.1
3/29/1979,241.5,149.1,50335.8,117.5,281.1,408.5,1966,0,241.5,0,807.5,150853.3,922.7,4877.8,0,0,115108.3,149.1,0,241.5,203.9,0,281.1,215.8
3/30/1979,240.1,148,50274.3,116.2,278.2,406.2,1940.2,0,240.1,0,796.7,148844.2,910.4,4812.9,0,0,116123.6,148,0,240.1,202.4,0,278.2,214.6
4/2/1979,239.7,148.5,50844.1,115.9,277.6,409.2,1948.1,0,239.7,0,807.9,150001.6,922.9,4849.6,0,0,116233.1,148.5,0,239.7,203.1,0,277.6,215.2
4/3/1979,240,148.8,51208.1,116.2,278.1,409,1942.6,0,240,0,808.2,150047.9,923.1,4851.1,0,0,116269,148.8,0,240,202.9,0,278.1,215.6
4/4/1979,239.8,148.5,51481.1,116,277,409.2,1940.8,0,239.8,0,807.5,149912.8,922.3,4846.8,0,0,116164.3,148.5,0,239.8,202.7,0,277,215.7
4/5/1979,240.7,149.1,51850.4,116,277,411.9,1939.5,0,240.7,0,806.9,149806.9,921.7,4843.3,0,0,116082.2,149.1,0,240.7,202.9,0,277,216.3
4/6/1979,239.8,148.5,51488.4,114.9,275.8,410,1922.7,0,239.8,0,799.9,148511.8,913.7,4801.5,0,0,115078.7,148.5,0,239.8,203.4,0,275.8,216.1
4/9/1979,240.2,149.9,51461.3,114.7,276.3,414.6,1957.6,0,240.2,0,808,150000.1,919.2,4835.3,0,0,114762.1,149.9,0,240.2,203.1,0,276.3,215.6
4/10/1979,239.8,149.3,50895.1,114.1,274.8,411.8,1946.3,0,239.8,0,803.6,149180.2,914.2,4808.8,0,0,114134.8,149.3,0,239.8,202.6,0,274.8,215.6
4/11/1979,238.4,148.3,50867.5,114.2,274.3,410.2,1956.2,0,238.4,0,807.7,149938.7,918.8,4833.3,0,0,114715.2,148.3,0,238.4,203.4,0,274.3,216
4/12/1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,0,234,0,824.3,146059.8,900.7,4740.5,0,0,112447.7,145.9,0,234,198.5,0,267.7,211.2
4/13/1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,0,234,0,824.3,146059.8,900.7,4740.5,0,0,112447.7,145.9,0,234,198.5,0,267.7,211.2
4/16/1979,234,145.9,50311.2,112.4,267.7,403.4,1917.6,0,234,0,824.3,146059.8,898.4,4740.5,0,0,112447.7,145.9,0,234,198.5,0,267.7,211.2
4/17/1979,231.9,144.8,50326.7,111.2,264.9,399.2,1897.5,0,231.9,0,815.7,144532,889,4691,0,0,111271.5,144.8,0,231.9,196.4,0,264.9,209.3
4/18/1979,233.2,145.4,50551,112.5,267.4,402.7,1931.5,0,233.2,0,830.3,147125.4,905,4775.1,0,0,113268.1,145.4,0,233.2,199.3,0,267.4,211.9
4/19/1979,240.9,149.9,52131.7,115.9,275.6,413.5,1980.3,0,240.9,0,851.3,150839.7,927.8,4895.7,0,0,116127.6,149.9,0,240.9,204.7,0,275.6,217.5
4/20/1979,236.4,147.7,51974.4,114.3,271.2,410.4,1965.6,0,236.4,0,844.9,149718.5,920.9,4859.3,0,0,115264.5,147.7,0,236.4,201.7,0,271.2,215.3
4/23/1979,236.9,147.8,51665.5,114.5,270.3,407.1,1953.9,0,236.9,0,799.9,147936.1,908.6,4785.2,0,0,114579.4,147.8,0,236.9,200.8,0,270.3,213.8
4/24/1979,239.7,149.3,52353.1,115.9,273.7,412.1,1982.1,0,239.7,0,811.4,150071.2,921.7,4854.3,0,0,116233.1,149.3,0,239.7,203.1,0,273.7,217
4/25/1979,241.8,150.4,52722.5,118.4,275.5,414.5,2020.7,0,241.8,0,827.2,152995.7,939.7,4948.9,0,0,118498.2,150.4,0,241.8,205.9,0,275.5,219.1
4/26/1979,242.2,150.7,52836.4,118.6,277.5,414.5,2025.1,0,242.2,0,829,153326.3,941.7,4959.6,0,0,118754.2,150.7,0,242.2,205.7,0,277.5,219.1
4/27/1979,243.7,151.2,53323.2,118.6,277.2,416.3,2016.6,0,243.7,0,825.5,152682.6,937.7,4938.7,0,0,118255.7,151.2,0,243.7,205.2,0,277.2,219.9
4/30/1979,245.3,152.8,54144.6,118.8,278.5,420,2013.1,0,245.3,0,819.4,152453.6,930.2,4891,0,0,117423.3,152.8,0,245.3,206.9,0,278.5,221.1
5/1/1979,247.3,152.8,54994.6,119.6,281.6,423.9,2044.7,0,247.3,0,832.3,154846.9,944.8,4967.8,0,0,119266.6,152.8,0,247.3,209,0,281.6,223.9
5/2/1979,246.3,153.2,55508.9,119.1,281.5,425.1,2036.1,0,246.3,0,828.8,154196.5,940.9,4946.9,0,0,118765.7,153.2,0,246.3,209.3,0,281.5,224.3
5/3/1979,246.5,153.3,55244.1,118.7,281.3,423.5,2019.6,0,246.5,0,822.2,152968.1,933.4,4907.5,0,0,117819.5,153.3,0,246.5,208.5,0,281.3,223.3
5/4/1979,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,0,248.5,0,838.8,154750.1,940.1,5002.4,0,0,118673.5,154.5,0,248.5,209.1,0,284.4,224.3
5/7/1979,248.5,154.5,54691.3,119.6,284.4,426.3,2034.5,0,248.5,0,838.8,154750.1,940.1,5002.4,0,0,118673.5,154.5,0,248.5,209.1,0,284.4,224.3
5/8/1979,249,154.8,56574.9,120.4,289.4,429,2066,0,249,0,852,157169.3,954.8,5080.6,0,0,120528.7,154.8,0,249,211.2,0,289.4,225.5
5/9/1979,248,154.1,52685.4,119.9,286.5,423.5,2039.6,0,248,0,841.1,155159.1,942.6,5015.6,0,0,118987.2,154.1,0,248,208.5,0,286.5,221.9
5/10/1979,252.3,157.1,53975.2,123.1,291.7,432.3,2096.6,0,252.3,0,864.6,159500.1,969,5155.9,0,0,122316.1,157.1,0,252.3,214.3,0,291.7,227.2
5/11/1979,251.5,156.7,54147,123.1,291.7,433.4,2103.3,0,251.5,0,867.3,160007.7,972.1,5172.3,0,0,122705.4,156.7,0,251.5,213.8,0,291.7,227.9
5/14/1979,251,156.4,53537.5,122.8,291.4,431.1,2090,0,251,0,843.2,156687.5,961.6,5089.4,0,0,122158,156.4,0,251,212.8,0,291.4,225.8
5/15/1979,255.5,159.6,54229.8,123.9,294.1,437.9,2066.6,0,255.5,0,844.5,156916.4,963,5096.9,0,0,122336.4,159.6,0,255.5,213.1,0,294.1,227.7
5/16/1979,256.5,160.1,54923,124.5,296.1,442.7,2090.7,0,256.5,0,854.3,158742.2,974.2,5156.2,0,0,123759.9,160.1,0,256.5,216.2,0,296.1,230.6
5/17/1979,256.8,160.7,55795.9,124.9,297.6,446.5,2107.2,0,256.8,0,861.1,159998.3,981.9,5197,0,0,124739.1,160.7,0,256.8,217.5,0,297.6,232.7
5/18/1979,256.4,161.1,56328.2,125.2,297.2,448.2,2115.5,0,256.4,0,864.4,160623.3,985.7,5217.3,0,0,125226.4,161.1,0,256.4,216.9,0,297.2,233.1
5/21/1979,262,164.9,57123.7,128.2,302.2,454.7,2148.9,0,262,0,885.1,163164.9,1000.1,5288.3,0,0,127208,164.9,0,262,220.3,0,302.2,236.1
5/22/1979,265.4,166.8,58180.6,129.8,307.2,461.2,2181.4,0,265.4,0,898.5,165628.4,1015.2,5368.2,0,0,129128.6,166.8,0,265.4,223,0,307.2,239.9
5/23/1979,264.2,165.9,57750.8,128.4,304.4,457.1,2154.5,0,264.2,0,887.4,163584.7,1002.6,5301.9,0,0,127535.2,165.9,0,264.2,221.5,0,304.4,238.5
5/24/1979,263.8,165.4,57519.3,128.5,303.9,456.1,2155.4,0,263.8,0,887.8,163654.5,1003.1,5304.2,0,0,127589.7,165.4,0,263.8,221.2,0,303.9,238.3
5/25/1979,270.6,170,59393,131.9,313,469.5,2215.7,0,270.6,0,917.9,168828.9,1031.2,5469.2,0,0,131161.7,170,0,270.6,227.8,0,313,244.8
5/28/1979,270.6,170,59393,131.9,313,469.5,2215.7,0,270.6,0,917.9,168828.9,1031.2,5469.2,0,0,131161.7,170,0,270.6,227.8,0,313,244.8
5/29/1979,273.8,172.2,61318.3,133.2,319.8,480.9,2260,0,273.8,0,936.2,172201.6,1051.8,5578.4,0,0,133781.9,172.2,0,273.8,232.3,0,319.8,250
5/30/1979,270.3,169.7,60036.9,131.3,316.3,472.9,2228.6,0,270.3,0,923.2,169812,1037.2,5501,0,0,131925.5,169.7,0,270.3,230.1,0,316.3,247.2
5/31/1979,274.6,172,61057.1,132.7,321.6,478,2253.4,0,274.6,0,933.3,171656.1,1048.4,5560.8,0,0,133889.6,172,0,274.6,233.7,0,321.6,250.7
6/1/1979,275.1,172.7,61222.2,132.6,322.7,479.8,2244.7,0,275.1,0,929.7,170995.3,1044.4,5539.3,0,0,133374.1,172.7,0,275.1,233.2,0,322.7,250
6/4/1979,272.9,171,60143.8,131.3,321.6,472.9,2215.5,0,272.9,0,929.6,170917.7,1049.5,5525.2,0,0,131670.3,171,0,272.9,231.2,0,321.6,247.1
6/5/1979,274.8,172.3,60913.3,132.1,323.9,478.6,2231,0,274.8,0,935.9,172068.4,1056.5,5562.4,0,0,132556.7,172.3,0,274.8,232.7,0,323.9,249.4
6/6/1979,280,175.7,61851.5,135,329.5,487.4,2277.7,0,280,0,955.5,175674.5,1078.7,5679,0,0,135334.8,175.7,0,280,236.9,0,329.5,254
6/7/1979,276.1,173.2,61289.2,133.7,329.1,483.1,2275.7,0,276.1,0,954.7,175517.5,1077.7,5673.9,0,0,135213.9,173.2,0,276.1,236,0,329.1,252.7
6/8/1979,280,175.5,60878.7,135.7,325.9,480.4,2263,0,280,0,949.3,174534.7,1071.7,5642.1,0,0,134456.8,175.5,0,280,234.6,0,325.9,251
6/11/1979,282.4,177,61768.2,136.5,331.8,489.4,2297.9,0,282.4,0,956.9,176500.1,1081.1,5682.7,0,0,136496.6,177,0,282.4,238.2,0,331.8,254.7
6/12/1979,277.8,174,61274,132.8,327.6,483.1,2244.2,0,277.8,0,934.8,172420.7,1056.1,5551.3,0,0,133341.8,174,0,277.8,234.6,0,327.6,251.2
6/13/1979,276.6,173.1,60790.6,131.5,323.4,477.7,2208.5,0,276.6,0,919.9,169675.6,1039.3,5463,0,0,131218.9,173.1,0,276.6,232.9,0,323.4,249.6
6/14/1979,279,174.5,61359.2,133.1,326.9,481.6,2238.8,0,279,0,932.5,172005.2,1053.6,5538,0,0,133020.5,174.5,0,279,234.8,0,326.9,251.7
6/15/1979,280,174.1,61190.1,132.9,327.2,474.3,2257.8,0,280,0,929.5,171438.3,1050.1,5519.7,0,0,132582.1,174.1,0,280,234.7,0,327.2,251.5
6/18/1979,278,172.8,61551.7,132,328,478.6,2263.1,0,278,0,950.5,174950.3,1074.2,5650,0,0,132933.5,172.8,0,278,236,0,328,252.3
6/19/1979,280.3,173,61040.1,132,328.6,469.7,2238.9,0,280.3,0,940.1,173029.1,1062.4,5588,0,0,131473.7,173,0,280.3,233.4,0,328.6,249.6
6/20/1979,281.4,173.1,61423.7,131.9,329.5,469.8,2240.9,0,281.4,0,940.9,173184,1063.3,5593,0,0,131591.3,173.1,0,281.4,236.2,0,329.5,251.5
6/21/1979,282.3,173.5,61430.4,131.9,329.8,466,2232.8,0,282.3,0,937.5,172555.9,1059.5,5572.7,0,0,131114.1,173.5,0,282.3,237,0,329.8,252
6/22/1979,283.5,173.7,60816.2,132.4,331.3,466.3,2274.3,0,283.5,0,941.2,173233.9,1063.6,5594.6,0,0,131629.3,173.7,0,283.5,238.3,0,331.3,252.9
6/25/1979,283.9,172.9,60879.6,131.5,332.8,467.8,2275.7,0,283.9,0,959.3,173414.7,1091.1,5692.6,0,0,131766.6,172.9,0,283.9,240.5,0,332.8,253.9
6/26/1979,281.5,172.2,60781.4,130.8,328.5,468.6,2263.2,0,281.5,0,953.6,172388.7,1084.6,5659,0,0,130987.1,172.2,0,281.5,237.8,0,328.5,251.1
6/27/1979,281.8,172.1,60768.3,130.7,326.9,465.9,2251.8,0,281.8,0,948.8,171519.6,1079.2,5630.4,0,0,130326.7,172.1,0,281.8,237.9,0,326.9,251.2
6/28/1979,275.9,168.4,60922.4,127.2,328,465.6,2240.7,0,275.9,0,944.2,170673.4,1073.8,5602.7,0,0,129683.7,168.4,0,275.9,238,0,328,250.7
6/29/1979,277.5,169,60161.4,127.3,322.6,457.7,2190.6,0,277.5,0,923,166854.4,1049.8,5477.3,0,0,133065.6,169,0,277.5,232.3,0,322.6,245.5
7/2/1979,282.5,172.3,61572.1,129.1,329.9,467.4,2252.7,0,282.5,0,943.9,176657.2,1071.6,5671.1,0,0,135330.2,172.3,0,282.5,238.9,0,329.9,252.1
7/3/1979,281.4,171.4,61559.8,127.7,328.4,467.2,2210,0,281.4,0,936.4,175245.6,1063,5625.8,0,0,134248.9,171.4,0,281.4,236.7,0,328.4,251
7/4/1979,283.5,172.1,61420.9,127.4,329.2,467.8,2199.3,0,283.5,0,931.8,174397.2,1057.8,5598.5,0,0,133599,172.1,0,283.5,240,0,329.2,252.2
7/5/1979,288.3,174.7,62193.3,129.3,333.9,473.1,2221.2,0,288.3,0,941.1,176134.1,1068.4,5654.3,0,0,134929.5,174.7,0,288.3,244.3,0,333.9,255.2
7/6/1979,290.3,176.5,63156.6,130.7,336.3,482.3,2258,0,290.3,0,956.7,179047,1086,5747.8,0,0,137161,176.5,0,290.3,245.7,0,336.3,258.4
7/9/1979,287.9,175.5,63193,130.7,335.6,483.7,2328.7,0,287.9,0,977.9,181342.1,1107,5871.2,0,0,138313.4,175.5,0,287.9,245.8,0,335.6,258.2
7/10/1979,290.5,176.6,63110.6,130.7,336.1,482.3,2307.2,0,290.5,0,968.5,179607.4,1096.4,5815.1,0,0,136990.3,176.6,0,290.5,244.7,0,336.1,257.5
7/11/1979,290.3,175.8,63196.6,130,336.9,481.3,2300.8,0,290.3,0,965.9,179111.2,1093.4,5799,0,0,136611.8,175.8,0,290.3,245.8,0,336.9,258.6
7/12/1979,290.8,176.1,63164.4,130.5,336.9,481.2,2306.8,0,290.8,0,968.4,179574.9,1096.2,5814,0,0,136965.5,176.1,0,290.8,246,0,336.9,258.7
7/13/1979,287.5,174.1,62730.7,129,335.2,476.5,2288.6,0,287.5,0,960.7,178157.8,1087.6,5768.1,0,0,135884.7,174.1,0,287.5,243,0,335.2,255.5
7/16/1979,292.8,176.9,63167,130.6,337.7,479.6,2297.4,0,292.8,0,973.5,182092.5,1100.9,5848.8,0,0,136407.4,176.9,0,292.8,246,0,337.7,258.2
7/17/1979,296.3,178.2,64137.3,130.5,343.8,484.4,2307.7,0,296.3,0,977.9,182913.6,1105.8,5875.2,0,0,137022.5,178.2,0,296.3,249.4,0,343.8,262.8
7/18/1979,302.2,181.1,64895.2,132.7,353.6,495.2,2358.6,0,302.2,0,999.1,186882,1129.8,6002.6,0,0,139995.3,181.1,0,302.2,256.8,0,353.6,268.9
7/19/1979,299.2,179.5,64755.7,130.4,349.5,490.6,2344.4,0,299.2,0,979.8,183278.2,1108,5886.9,0,0,137295.6,179.5,0,299.2,251.8,0,349.5,265.5
7/20/1979,298.8,180.5,64874.2,131.4,347.5,491.2,2353.5,0,298.8,0,983.6,183985.4,1112.3,5909.6,0,0,137825.4,180.5,0,298.8,252.1,0,347.5,265
7/23/1979,304.9,183.3,65495.3,132.5,352.9,495.3,2365.2,0,304.9,0,1015.7,189692.3,1149,6068,0,0,138444.3,183.3,0,304.9,254.1,0,352.9,268
7/24/1979,305.3,183.3,65716.2,131.3,357,501,2362.5,0,305.3,0,1015.1,189568.6,1148.2,6064.1,0,0,138354,183.3,0,305.3,257.1,0,357,269.7
7/25/1979,303.4,182.7,65194.3,130.7,353.1,497.3,2339,0,303.4,0,1005,187686.4,1136.8,6003.9,0,0,136980.3,182.7,0,303.4,253.9,0,353.1,266.9
7/26/1979,305.2,183.9,65100.5,131,354.3,498.2,2331,0,305.2,0,1001.6,187042,1132.9,5983.3,0,0,136510,183.9,0,305.2,254.1,0,354.3,267
7/27/1979,305.8,184.6,65782.6,132.3,357.4,502.6,2367.3,0,305.8,0,1017.1,189950.4,1150.5,6076.3,0,0,138632.6,184.6,0,305.8,256.6,0,357.4,269.9
